"R1","R2","R3","P1","P2","P3","P4","P5","TYPE","A1","B1","C1","F1","G1","A2","B2","C2","F2","G2","A3","B3","C3","F3","G3","FC","REFS","COMMENTS","TIMESTAMP"
"H2CN","C",,"CHCN","H",,,,"kooij","0.300E-10","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"H2CN","CH3",,"CH4","HCN",,,,"kooij","0.300E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H2CN + H2CN (Pang et al. [2009]) and NH2 + H2CN (Yelle et al. [2010])","2022-08-24 10:47:06"
"H2CN","H2CN",,"CH2NH","HCN",,,,"kooij","0.700E-11","0.000E+00","0.000E+00","0.160E+01","0.100E+03",,,,,,,,,,,,,"Calculs DFT + Pang et al. [2009]","2022-08-24 10:47:06"
"CH2NH","H",,"H2CN","H2",,,,"kooij","0.160E-10","0.000E+00","0.260E+04","0.300E+01","0.210E+02",,,,,,,,,,,,,"DFT (M06-2X/cc-pVTZ) + TST calculations - This work","2022-08-24 10:47:06"
"CH2NH","C",,"HCN","3CH2",,,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier - branching ratio deduced from N + C2H3 study of Feng et al. [2007]","2022-08-24 10:47:06"
"CH2NH","C",,"CH2CN","H",,,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier - branching ratio deduced from N + C2H3 study of Feng et al. [2007]","2022-08-24 10:47:06"
"CH2NH","CH",,"CH3CN","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier - branching ratio deduced from N + C2H3 study of Lee et al. [2011]","2022-08-24 10:47:06"
"CH2NH","1CH2",,"H2CN","CH3",,,,"kooij","0.300E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier - branching ratio deduced from N + C2H3 study of Yang et al. [2005]","2022-08-24 10:47:06"
"CH2NH","C2H",,"C2H3CN","H",,,,"kooij","0.140E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + C2H4","2022-08-24 10:47:06"
"CH3NH","H",,"CH2NH","H2",,,,"kooij","3.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H + C2H5","2022-08-24 10:47:06"
"CH3NH","CH3",,"CH2NH","CH4",,,,"kooij","1.910E-12","0.000E+00","0.000E+00","0.500E+01","0.100E+03",,,,,,,,,,,,,"By comparison with CH3 + C2H5","2022-08-24 10:47:06"
"CH3NH2","CH",,"C2H3NH2","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH + NH3","2022-08-24 10:47:06"
"CH3NH2","CH3",,"CH3NH","CH4",,,,"kooij","0.589E-14","0.000E+00","0.287E+04","0.166E+01","0.100E+03",,,,,,,,,,,,,"Gray and Thynne [1965]","2022-08-24 10:47:06"
"CH3NH2","C2H",,"CH3NH","C2H2",,,,"kooij","3.000E-11","-0.900E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with  C2H + NH3","2022-08-24 10:47:06"
"HNCNH","H",,"NH2","HCN",,,,"kooij","6.000E-16","0.000E+00","1.920E+03","0.100E+02","0.100E+03",,,,,,,,,,,,,"DFT (M06-2X/cc-pVTZ) + TST calculations - This work","2022-08-24 10:47:06"
"C2N","H",,"HCN","C",,,,"kooij","2.000E-10","0.170E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Mebel & Kaiser [2002] - Takahashi & Takayanagi [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"C2N","C",,"CN","1C2",,,,"kooij","2.400E-11","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"JCL","2022-08-24 10:47:06"
"C2N","CH3",,"H2C3N","H",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","3.000E+00","2.100E+01",,,,,,,,,,,,,"Osamura and Petrie 2004 - Georgievskii and Klippenstein 2005 - Klippenstein et al. 2006","2022-08-24 10:47:06"
"C2N","CH4",,"C2H3CN","H",,,,"kooij","0.700E-11","0.000E+00","0.140E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Zhu et al. [2003] - Osamura & Petrie [2004]","2022-08-24 10:47:06"
"C2N","C2H2",,"HC4N","H",,,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Wang et al. [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"C2N","C2H4",,"CH3C3N","H",,,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Wang et al. [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CHCN","H",,"C2N","H2",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","0.600E+01","0.000E+00",,,,,,,,,,,,,"Takayanagi et al. [1998] - Osamura & Petrie [2004] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CHCN","CH3",,"C2H3CN","H",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.300E+01","0.210E+02",,,,,,,,,,,,,"Osamura & Petrie [2004] - Georgievskii & Klippenstein [2005] - Klippenstein et al. [2006]","2022-08-24 10:47:06"
"CHCN","CHCN",,"C4N2","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"CHCN","CHCN",,"HC4N2","H",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"CH2CN","C",,"HC3N","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"CH2CN","C2H3",,"CH3CN","C2H2",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H5 + C2H3","2022-08-24 10:47:06"
"CH2CN","C2H3",,"CHCN","C2H4",,,,"kooij","1.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H5 + C2H3","2022-08-24 10:47:06"
"CH2CN","C2H5",,"CH3CN","C2H4",,,,"kooij","2.000E-12","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H5 + C2H5","2022-08-24 10:47:06"
"CH2CN","C2H5",,"SOOTN",,,,,"kooij","8.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"addition channel always in the high pressure limit using our semi empirical model Hebrard [2012]","2022-08-24 10:47:06"
"CH2CN","C3H7",,"SOOTN",,,,,"kooij","6.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"addition channel always in the high pressure limit using our semi empirical model Hebrard [2012]","2022-08-24 10:47:06"
"CH3CN","H",,"CH2CN","H2",,,,"kooij","0.166E-12","0.000E+00","0.150E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Jamieson et al. [1970] not reliable","2022-08-24 10:47:06"
"CH3CN","CH",,"C2H3CN","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH + CH4 (Loison et al. [2006] - Canosa et al. [1997] and CH + HCN.","2022-08-24 10:47:06"
"CH3CN","C2H",,"CH2CN","C2H2",,,,"kooij","0.180E-10","0.000E+00","0.766E+03","0.147E+01","0.500E+02",,,,,,,,,,,,,"Nizamov and Leone [2004]","2022-08-24 10:47:06"
"CH3CN","C2H3",,"C2H3CN","CH3",,,,"kooij","1.000E-12","0.000E+00","0.220E+04","0.100E+02","0.400E+03",,,,,,,,,,,,,"DFT (M06-2X/cc-pVTZ) + TST calculations - This work","2022-08-24 10:47:06"
"#CH2NCH","H",,"HCN","CH3",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","0.300E+01","0.100E+03",,,,,,,,,,,,,"Close to capture rate constant as Balucani et al. [2012] Lee et al. [2011] found no barrier in the entrance valley","2022-08-24 10:47:06"
"CH2NCH","H",,"HCN","CH3",,,,"kooij","1.000E-10","0.000E+00","4.700E+02","0.300E+01","0.300E+03",,,,,,,,,,,,,"Hickson2020","2022-08-24 10:47:06"
"CH2NCH","H",,"HCN","CH3",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Hickson2020","2022-08-24 10:47:06"
"CH2NCH","CH3",,"HCN","C2H5",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","0.300E+01","0.100E+03",,,,,,,,,,,,,"By comparison wit H + CH2NCH","2022-08-24 10:47:06"
"#cCH2NCH","H",,"CH2NCH","H",,,,"kooij","7.000E-11","0.000E+00","1.600E+03","0.300E+01","0.100E+03",,,,,,,,,,,,,"Estimated from ab-initio calculations from Balucani et al. [2012] Lee et al. [2011]","2022-08-24 10:47:06"
"#cCH2NCH","H",,"CH3CN","H",,,,"kooij","3.000E-11","0.000E+00","1.600E+03","0.300E+01","0.100E+03",,,,,,,,,,,,,"Estimated from ab-initio calculations from Balucani et al. [2012] Lee et al. [2011]","2022-08-24 10:47:06"
"cCH2NCH","H",,"CH3CN","H",,,,"kooij","1.600E-11","0.000E+00","1.600E+03","0.300E+01","0.600E+03",,,,,,,,,,,,,"Hickson2020","2022-08-24 10:47:06"
"cCH2NCH","H",,"HCN","CH3",,,,"kooij","8.000E-12","0.000E+00","1.400E+03","0.300E+01","0.600E+03",,,,,,,,,,,,,"Hickson2020","2022-08-24 10:47:06"
"#cCH2NCH","C2H",,"SOOTN",,,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.300E+01","0.100E+03",,,,,,,,,,,,,"By comparison with C2H + C2H4","2022-08-24 10:47:06"
"cCH2NCH","C2H",,"C2H2","CH2CN",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Hickson2020","2022-08-24 10:47:06"
"cCH2NCH","C2H",,"C3H3","HCN",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Hickson2020","2022-08-24 10:47:06"
"cCH2NCH","C2H",,"CH3","HC3N",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Hickson2020","2022-08-24 10:47:06"
"CH2NCH3","H",,"CH2NH","CH3",,,,"kooij","1.700E-11","0.000E+00","0.120E+04","0.300E+01","0.400E+03",,,,,,,,,,,,,"By comparison with H + CH2NH","2022-08-24 10:47:06"
"C3N","H2",,"HC3N","H",,,,"kooij","4.000E-11","0.000E+00","1.000E+03","0.200E+01","0.100E+03",,,,,,,,,,,,,"Clarke and Ferris [1995b]","2022-08-24 10:47:06"
"C3N","C",,"CN","C3",,,,"kooij","2.400E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Loison [2014]","2022-08-24 10:47:06"
"C3N","CH3",,"CH2C3N","H",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","0.300E+01","0.100E+03",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"C3N","CH4",,"HC3N","CH3",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"New results from Rennes Team","2022-08-24 10:47:06"
"C3N","C2H2",,"HC5N","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + C2H2 and CN + C2H2","2022-08-24 10:47:06"
"C3N","C2H4",,"C2H3C3N","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + C2H2 and CN + C2H2","2022-08-24 10:47:06"
"C3N","C2H6",,"HC3N","C2H5",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Clarke and Ferris [1995b]","2022-08-24 10:47:06"
"C3N","HC3N",,"C6N2","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C3N + C2H2","2022-08-24 10:47:06"
"HC3N","C",,"C4N","H",,,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Li et al. [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"HC3N","CH",,"HC4N","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH + HCN and CH + C3H4","2022-08-24 10:47:06"
"HC3N","C2H",,"HC5N","H",,,,"kooij","3.600E-11","-1.040E+00","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"New results from Rennes Team","2022-08-24 10:47:06"
"HC3N","C2H3",,"C2H3C3N","H",,,,"kooij","1.000E-12","0.000E+00","1.200E+03","0.100E+02","0.300E+03",,,,,,,,,,,,,"DFT (M06-2X/cc-pVTZ) + TST calculations - This work","2022-08-24 10:47:06"
"H2C3N","H",,"HC3N","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with H + C2H3","2022-08-24 10:47:06"
"H2C3N","CH3",,"HC3N","CH4",,,,"kooij","4.000E-12","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with CH3 + C2H3","2022-08-24 10:47:06"
"H2C3N","C2H3",,"HC3N","C2H4",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with C2H3 + C2H3","2022-08-24 10:47:06"
"H2C3N","C2H3",,"C2H3CN","C2H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with C2H3 + C2H3","2022-08-24 10:47:06"
"H2C3N","C2H3",,"SOOTN",,,,,"kooij","8.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Association channel always in the high pressure limit from our semi empirical model Hebrard [2012]","2022-08-24 10:47:06"
"H2C3N","C2H5",,"C2H3CN","C2H4",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with C2H3 + C2H5","2022-08-24 10:47:06"
"H2C3N","C2H5",,"SOOTN",,,,,"kooij","6.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Association channel always in the high pressure limit from our semi empirical model Hebrard [2012]","2022-08-24 10:47:06"
"H2C3N","C3H7",,"SOOTN",,,,,"kooij","6.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"Association channel always in the high pressure limit from our semi empirical model Hebrard [2012]","2022-08-24 10:47:06"
"C2H3CN","C",,"CH2C3N","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"Su et al. 2005 - Goergievskii and Klippenstein 2005","2022-08-24 10:47:06"
"C2H3CN","CH",,"HC3N","CH3",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH + C2H4","2022-08-24 10:47:06"
"C2H3CN","C2H",,"C4H3CN","H",,,,"kooij","1.400E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + C2H4","2022-08-24 10:47:06"
"C2H4CN","H",,"C2H3CN","H2",,,,"kooij","3.000E-12","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H + C2H5 - C3H7","2022-08-24 10:47:06"
"C2H4CN","CH3",,"C2H3CN","CH4",,,,"kooij","4.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH3 + C2H5 - C3H7","2022-08-24 10:47:06"
"C2H4CN","C2H3",,"C2H3CN","C2H4",,,,"kooij","4.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H3 + C2H5 - C3H7","2022-08-24 10:47:06"
"C2H4CN","C2H3",,"C2H5CN","C2H2",,,,"kooij","8.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H3 + C2H5 - C3H7","2022-08-24 10:47:06"
"C2H4CN","C2H3",,"SOOTN",,,,,"kooij","8.000E-11","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H3 + C2H5 - C3H7","2022-08-24 10:47:06"
"C2H4CN","C2H5",,"C2H5CN","C2H4",,,,"kooij","4.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H5 + C2H5 - C3H7","2022-08-24 10:47:06"
"C2H4CN","C2H5",,"SOOTN",,,,,"kooij","8.000E-11","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H5 + C2H5 - C3H7","2022-08-24 10:47:06"
"C2H4CN","C3H7",,"SOOTN",,,,,"kooij","6.000E-11","0.000E+00","0.000E+00","2.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with C3H7 + C2H5 - C3H7","2022-08-24 10:47:06"
"C2H5CN","C",,"H4C4N","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C + HCN - CH+CH3CN","2022-08-24 10:47:06"
"C2H5CN","CH",,"CH2CN","C2H4",,,,"kooij","1.200E-10","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH + C2H6 - HCN","2022-08-24 10:47:06"
"C2H5CN","CH",,"C2H3CN","CH3",,,,"kooij","0.800E-10","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH + C2H6 - HCN","2022-08-24 10:47:06"
"C2H5CN","C2H",,"C2H4CN","C2H2",,,,"kooij","3.500E-11","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + C2H6 - HCN","2022-08-24 10:47:06"
"C2H5CN","C2H",,"HC3N","C2H5",,,,"kooij","1.000E-11","0.000E+00","6.000E+02","0.300E+01","0.100E+03",,,,,,,,,,,,,"By comparison with C2H + C2H6 - HCN","2022-08-24 10:47:06"
"C2H5CN","C2H3",,"C2H3CN","C2H5",,,,"kooij","1.000E-12","0.000E+00","0.200E+04","0.100E+02","0.400E+03",,,,,,,,,,,,,"By comparison with C2H3 + HCN","2022-08-24 10:47:06"
"C4N","CH3",,"H2C5N","H",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Close to capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"HC4N","CH3",,"C4H3CN","H",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with 3CH2 + CH3","2022-08-24 10:47:06"
"CH2C3N","H",,"HC4N","H2",,,,"kooij","2.000E-12","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H + C2H5","2022-08-24 10:47:06"
"CH2C3N","CH3",,"HC4N","CH4",,,,"kooij","1.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH3 + C2H5","2022-08-24 10:47:06"
"CH3C3N","C2H",,"HC5N","CH3",,,,"kooij","4.000E-11","-1.000E+00","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + HC3N","2022-08-24 10:47:06"
"CH3C3N","C2H3",,"C2H3C3N","CH3",,,,"kooij","1.000E-12","0.000E+00","1.600E+03","0.100E+02","0.400E+03",,,,,,,,,,,,,"By comparison with C2H3 + HC3N","2022-08-24 10:47:06"
"CH3C3N","CN",,"C4N2","CH3",,,,"kooij","1.790E-11","-0.670E+00","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CN + HC3N","2022-08-24 10:47:06"
"H4C4N","H",,"CH3C3N","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H + C3H5","2022-08-24 10:47:06"
"H4C4N","CH3",,"CH3C3N","CH4",,,,"kooij","4.030E-13","-0.320E+00","-6.600E+01","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH3 + C3H5","2022-08-24 10:47:06"
"C3H6CN","H",,"C3H5CN","H2",,,,"kooij","3.000E-12","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H + C2H5","2022-08-24 10:47:06"
"C3H6CN","CH3",,"SOOTN",,,,,"kooij","6.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH3 + C2H5","2022-08-24 10:47:06"
"C3H6CN","CH3",,"C3H5CN","CH4",,,,"kooij","2.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH3 + C2H5","2022-08-24 10:47:06"
"C3H7CN","C2H",,"C3H6CN","C2H2",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + C3H8","2022-08-24 10:47:06"
"C3H7CN","C2H3",,"C2H3CN","C3H7",,,,"kooij","1.000E-12","0.000E+00","1.800E+03","0.100E+02","0.400E+03",,,,,,,,,,,,,"By comparison with C2H3 + HCN","2022-08-24 10:47:06"
"C5N","H2",,"HC5N","H",,,,"kooij","4.000E-11","0.000E+00","1.000E+03","0.100E+02","0.100E+03",,,,,,,,,,,,,"By comparison with C3N + H2","2022-08-24 10:47:06"
"C5N","CH4",,"HC5N","CH3",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","0.300E+01","0.100E+03",,,,,,,,,,,,,"By comparison with C3N + CH4","2022-08-24 10:47:06"
"C5N","C2H2",,"HC7N","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C3N + C2H2","2022-08-24 10:47:06"
"C5N","C2H4",,"C2H3C5N","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C3N + C2H4","2022-08-24 10:47:06"
"C5N","C2H6",,"HC5N","C2H5",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.300E+01","0.100E+03",,,,,,,,,,,,,"By comparison with C3N + C2H6","2022-08-24 10:47:06"
"C5N","HCN",,"C6N2","H",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with C3N + HCN","2022-08-24 10:47:06"
"HC5N","C2H",,"HC7N","H",,,,"kooij","3.600E-11","-1.040E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + HC3N","2022-08-24 10:47:06"
"H2C5N","H",,"HC5N","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H + H2C3N","2022-08-24 10:47:06"
"C4H3CN","N2D",,"SOOTN",,,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.400E+01","1.000E+02",,,,,,,,,,,,,"By comparison with N2D+C2H2 and N2D+HCN","2022-08-24 10:47:06"
"C4H4CN","H",,"C4H3CN","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with H + C3H5","2022-08-24 10:47:06"
"C4H4CN","CH3",,"C4H3CN","CH4",,,,"kooij","1.000E-12","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH3 + C3H5","2022-08-24 10:47:06"
"C2H5C3N","N2D",,"SOOTN",,,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.400E+01","1.000E+02",,,,,,,,,,,,,"By comparison with N2D+C2H2 and N2D+HCN","2022-08-24 10:47:06"
"C3H7C3N","N2D",,"SOOTN",,,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.400E+01","1.000E+02",,,,,,,,,,,,,"By comparison with N2D+C2H2 and N2D+HCN","2022-08-24 10:47:06"
"CN2","H",,"CH","N2",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.300E+01","0.700E+01",,,,,,,,,,,,,"Moskaleva et al. [2000] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"HCNN","H",,"1CH2","N2",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Tomeczek [2003]","2022-08-24 10:47:06"
"H2CNN","H",,"CH3","N2",,,,"kooij","0.160E-10","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"Morris & Niki [1973]","2022-08-24 10:47:06"
"C2N2","C",,"C3","N2",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Whyte & Phillips [1983]","2022-08-24 10:47:06"
"C2N2","CH",,"C2N","HCN",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH + HCN","2022-08-24 10:47:06"
"C2N2","C2H",,"HC3N","CN",,,,"kooij","5.300E-12","0.000E+00","7.690e+02","1.400E+00","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + HCN","2022-08-24 10:47:06"
"C4N2","C",,"C5","N2",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C + C2N2","2022-08-24 10:47:06"
"C4N2","CH",,"C4N","HCN",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CH + HC3N - HCN","2022-08-24 10:47:06"
"C4N2","C2H",,"HC5N","CN",,,,"kooij","2.100E-10","-0.300E+00","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + HC3N","2022-08-24 10:47:06"
"HC2N2","H",,"C2N2","H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Evans et al. [1991] - Smith et al. [2001] -  Phillips [1978] - Basiuk & Kobayashi [2004]","2022-08-24 10:47:06"
