"R1","R2","R3","P1","P2","P3","P4","P5","TYPE","A1","B1","C1","F1","G1","A2","B2","C2","F2","G2","A3","B3","C3","F3","G3","FC","REFS","COMMENTS","TIMESTAMP"
"N2D","HC3N",,"N2","lC3H",,,,"kooij","1.500E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with N2D + HCN - C2H2","2022-08-24 10:47:06"
"N2D","HC3N",,"C2N","HCN",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with N2D + HCN - C2H2","2022-08-24 10:47:06"
"N2D","HC5N",,"N2","C5H",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with N2D + HCN - C2H2","2022-08-24 10:47:06"
"N2D","HC5N",,"C4N","HCN",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with N2D + HCN - C2H2","2022-08-24 10:47:06"
"N2D","C2H3CN",,"HNCCHCN","H",,,,"kooij","2.300E-10","0.000E+00","0.503E+03","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with N2D + C2H4","2022-08-24 10:47:06"
"N2D","C2H3CN",,"N2","C3H3",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"By comparison with N2D + HCN","2022-08-24 10:47:06"
"N2D","C2H5CN",,"CH2NH","CH2CN",,,,"kooij","1.900E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with N2D + C2H6","2022-08-24 10:47:06"
"N2D","C2H5CN",,"C3H5","N2",,,,"kooij","4.000E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with N2D + HCN","2022-08-24 10:47:06"
"N2D","CH3C3N",,"SOOTN",,,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with N2D + HCN - C2H2","2022-08-24 10:47:06"
"N2D","C2N2",,"C2N","N2",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with N2D + HCN - C2H4","2022-08-24 10:47:06"
"N2D","C4N2",,"C4N","N2",,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with N2D + HCN - C2H4","2022-08-24 10:47:06"
"NH","H",,"N4S","H2",,,,"kooij","0.220E-11","0.155E+01","0.103E+03","0.200E+01","0.700E+01",,,,,,,,,,,,,"Adam et al. [2005]","2022-08-24 10:47:06"
"NH","CH",,"HCN","H",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Takahashi & Takayanagi [2007] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","CH",,"HNC","H",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Takahashi & Takayanagi [2007] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","3CH2",,"H2CN","H",,,,"kooij","0.300E-10","0.000E+00","0.000E+00","0.300E+01","0.210E+02",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier and branching ratio deduced from H2CNH decomposition - Nguyen et al. [1996] - Zhou & Schlegel [2009] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","3CH2",,"HCN","H","H",,,"kooij","0.300E-10","0.000E+00","0.000E+00","0.300E+01","0.210E+02",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier and branching ratio deduced from H2CNH decomposition - Nguyen et al. [1996] - Zhou & Schlegel [2009] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","3CH2",,"HNC","H2",,,,"kooij","0.500E-11","0.000E+00","0.000E+00","0.400E+01","0.210E+02",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier and branching ratio deduced from H2CNH decomposition - Nguyen et al. [1996] - Zhou & Schlegel [2009] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","CH3",,"CH2NH","H",,,,"kooij","0.130E-09","0.170E+00","0.000E+00","0.200E+01","0.100E+03",,,,,,,,,,,,,"Redondo et al. [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","1C2",,"HNC","C",,,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Takahashi & Takayanagi [2007] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","3C2",,"HNC","C",,,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Takahashi & Takayanagi [2007] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","C2H",,"CHCN","H",,,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.300E+01","0.700E+01",,,,,,,,,,,,,"Takahashi et al. [1998] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","C2H2",,"CH2CN","H",,,,"kooij","0.830E-09","0.000E+00","7.096E+03","0.300E+01","0.100E+03",,,,,,,,,,,,,"Rohrig & Wagner [1994a] - Rohrig & Wagner [1994b] - Feng et al. [2007]. Likely experimental artefact in (Mullen & Smith 2005) ","2022-08-24 10:47:06"
"NH","C2H3",,"CH3CN","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","0.400E+01","0.210E+02",,,,,,,,,,,,,"Lee et al. [2011] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","C2H3",,"HNC","CH3",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.600E+01","0.210E+02",,,,,,,,,,,,,"Lee et al. [2011] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","C2H3",,"NH2","C2H2",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"Lee et al. [2011] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"NH","C2H4",,"H2CN","CH3",,,,"kooij","0.300E-11","0.000E+00","6.735E+03","0.300E+01","0.100E+03",,,,,,,,,,,,,"Yang et al. [2005]. Likely experimental artefact in (Mullen & Smith 2005) ","2022-08-24 10:47:06"
"NH","C2H5",,"NH2","C2H4",,,,"kooij","0.100E-10","0.000E+00","0.000E+00","0.400E+01","0.100E+03",,,,,,,,,,,,,"By comparison with NH + CH3","2022-08-24 10:47:06"
"NH","C2H5",,"CH3CHNH","H",,,,"kooij","0.600E-10","0.170E+00","0.000E+00","0.300E+01","0.210E+02",,,,,,,,,,,,,"By comparison with NH + CH3","2022-08-24 10:47:06"
"NH","C3H3",,"C2H3CN","H",,,,"kooij","0.100E-09","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] as there is no barrier at DFT (M06-2X/cc-pVTZ) and MP2/cc-pVTZ level.","2022-08-24 10:47:06"
"NH","NH",,"N2","H","H",,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.300E+01","0.700E+01",,,,,,,,,,,,,"Mertens et al. [1989] - Xu et al. [1997]","2022-08-24 10:47:06"
"NH","NH2",,"N2H2","H",,,,"kooij","0.100E-09","0.170E+00","0.000E+00","0.300E+01","0.210E+02",,,,,,,,,,,,,"Dransfeld et al. [1984] - Bahng & Macdonald [2009]","2022-08-24 10:47:06"
"NH","CN",,"CN2","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,"Georgievskii & Klippenstein [2005] - Berman et al. [2005]","2022-08-24 10:47:06"
"NH","CN",,"N2","CH",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","2.000E+00","1.000E+02",,,,,,,,,,,,,"Georgievskii & Klippenstein [2005] - Berman et al. [2005]","2022-08-24 10:47:06"
"NH","H2CN",,"NH2","HCN",,,,"kooij","0.200E-10","0.000E+00","0.000E+00","0.400E+01","0.210E+02",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] as there is no barrier at DFT (M06-2X/cc-pVTZ) level.","2022-08-24 10:47:06"
"NH","H2CN",,"H2CNN","H",,,,"kooij","0.200E-10","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] as there is no barrier at DFT (M06-2X/cc-pVTZ) level.","2022-08-24 10:47:06"
"NH2","H2",,"NH3","H",,,,"kooij","0.209E-11","0.000E+00","0.428E+04","0.120E+02","0.100E+03",,,,,,,,,,,,,"Demissy and Lesclaux [1980]","2022-08-24 10:47:06"
"NH2","H",,"NH","H2",,,,"kooij","0.200E-10","0.000E+00","0.240E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Linder et al. [1995] - Bahng & Macdonald [2009]","2022-08-24 10:47:06"
"NH2","C",,"HCN","H",,,,"kooij","3.000E-11","-0.200E+00","-0.600E+01","0.300E+01","0.000E+00",,,,,,,,,,,,,"Talbi [1999] - Herbst et al. [2000]","2022-08-24 10:47:06"
"NH2","C",,"HNC","H",,,,"kooij","3.000E-11","-0.200E+00","-0.600E+01","0.300E+01","0.000E+00",,,,,,,,,,,,,"Talbi [1999] - Herbst et al. [2000]","2022-08-24 10:47:06"
"NH2","CH4",,"NH3","CH3",,,,"kooij","0.399E-13","0.359E+01","0.454E+04","0.500E+01","0.200E+03",,,,,,,,,,,,,"Mebel and Lin [1999]","2022-08-24 10:47:06"
"NH2","C2H2",,"NH3","C2H",,,,"kooij","0.111E-12","0.000E+00","0.185E+04","0.500E+01","0.250E+03",,,,,,,,,,,,,"Bosco et al. [1984]","2022-08-24 10:47:06"
"NH2","C2H3",,"NH3","C2H2",,,,"kooij","2.000E-11","0.000E+00","0.000E+00","0.100E+02","0.210E+02",,,,,,,,,,,,,"By comparison with NH12 + H2CN and CH3 + C2H3","2022-08-24 10:47:06"
"NH2","C2H3",,"C2H3NH","H",,,,"kooij","8.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with NH12 + H2CN and CH3 + C2H3","2022-08-24 10:47:06"
"NH2","C2H4",,"NH3","C2H3",,,,"kooij","0.342E-13","0.000E+00","0.132E+04","0.110E+01","0.100E+03",,,,,,,,,,,,,"Bosco et al. [1984]","2022-08-24 10:47:06"
"NH2","C2H5",,"NH3","C2H4",,,,"kooij","0.100E-10","0.000E+00","0.000E+00","0.100E+02","0.210E+02",,,,,,,,,,,,,"By comparison with NH12 + H2CN and NH2 + CH3","2022-08-24 10:47:06"
"NH2","C2H5",,"CH3NH","CH3",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with NH12 + H2CN and NH2 + CH3","2022-08-24 10:47:06"
"NH2","C2H6",,"NH3","C2H5",,,,"kooij","0.614E-12","0.000E+00","0.360E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Lesclaux and Demissy [1978]","2022-08-24 10:47:06"
"NH2","N2H2",,"NH3","N2H",,,,"kooij","0.162E-14","0.405E+01","0.810E+03","0.200E+01","0.100E+03",,,,,,,,,,,,,"Linder et al. [1996]","2022-08-24 10:47:06"
"NH2","H2CN",,"HCN","NH3",,,,"kooij","0.540E-10","-0.110E+01","0.600E+02","0.300E+01","0.000E+00",,,,,,,,,,,,,"Yelle et al. [2010]","2022-08-24 10:47:06"
"NH3","H",,"NH2","H2",,,,"kooij","0.423E-13","0.393E+01","0.406E+04","0.500E+01","0.100E+03",,,,,,,,,,,,,"Espinosa-Garcia et al. [1994]","2022-08-24 10:47:06"
"NH3","C",,"H2CN","H",,,,"kooij","6.7e-11","-0.51","0.000E+00","1.400E+00","0.000E+00",,,,,,,,,,,,,"Hickson et al 2015","2022-08-24 10:47:06"
"NH3","CH",,"CH2NH","H",,,,"kooij","0.169E-09","-0.560E+00","0.280E+02","0.160E+01","0.000E+00",,,,,,,,,,,,,"Zabarnick et al. [1989] - Bocherel et al. [1996] - Blitz et al. [2012] ","2022-08-24 10:47:06"
"NH3","CH3",,"NH2","CH4",,,,"kooij","0.510E-13","0.286E+01","0.734E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Yu et al. [1998]","2022-08-24 10:47:06"
"NH3","C2H",,"NH2","C2H2",,,,"kooij","2.900E-11","-0.900E+00","0.000E+00","1.400E+00","0.000E+00",,,,,,,,,,,,,"Nizamov and Leone 2004b","2022-08-24 10:47:06"
"N2H","H",,"N2","H2",,,,"kooij","0.100E-09","0.170E+00","0.000E+00","0.200E+01","0.100E+03",,,,,,,,,,,,,"Glarborg et al. [1995] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"N2H2","H",,"N2H","H2",,,,"kooij","0.458E-12","0.263E+01","0.115E+03","0.200E+01","0.100E+03",,,,,,,,,,,,,"Linder et al. [1996]","2022-08-24 10:47:06"
"N2H3","H",,"NH2","NH2",,,,"kooij","0.800E-10","0.000E+00","0.100E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Gehring et al. [1971] - Konnov & de Ruyck [2001]","2022-08-24 10:47:06"
"N2H3","H",,"N2H2","H2",,,,"kooij","0.170E-10","0.000E+00","0.000E+00","0.300E+01","0.210E+02",,,,,,,,,,,,,"Gehring et al. [1971] - Konnov & de Ruyck [2001]","2022-08-24 10:47:06"
"N2H3","N2H3",,"N2H4","N2","H2",,,"kooij","0.600E-10","0.000E+00","0.000E+00","0.200E+01","0.100E+03",,,,,,,,,,,,,"Atreya et al. [1986]","2022-08-24 10:47:06"
"N2H4","H",,"N2H3","H2",,,,"kooij","0.986E-11","0.000E+00","0.120E+04","0.120E+01","0.100E+03",,,,,,,,,,,,,"Stief and Payne [1976]","2022-08-24 10:47:06"
"N2H4","CH3",,"N2H3","CH4",,,,"kooij","0.166E-12","0.000E+00","0.252E+04","0.200E+01","0.100E+03",,,,,,,,,,,,,"Gray and Thynne [1965]","2022-08-24 10:47:06"
"CN","H2",,"HCN","H",,,,"kooij","0.412E-12","0.287E+01","0.820E+03","0.160E+01","0.500E+02",,,,,,,,,,,,,"Sun et al. [1990]","2022-08-24 10:47:06"
"CN","CH",,"C2N","H",,,,"kooij","1.000E-10","-0.170E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Mebel & Kaiser [2002] - Takahashi & Takayanagi [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","CH",,"HCN","C",,,,"kooij","1.000E-10","-0.170E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Mebel & Kaiser [2002] - Takahashi & Takayanagi [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","3CH2",,"HCN","CH",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Takahashi et al. [1998] - Du et al. [2005] - Osamura & Petrie [2004] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","3CH2",,"CHCN","H",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Takahashi et al. [1998] - Du et al. [2005] - Osamura & Petrie [2004] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","3CH2",,"C2N","H2",,,,"kooij","5.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Takahashi et al. [1998] - Du et al. [2005] - Osamura & Petrie [2004] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","CH3",,"CH2CN","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","0.300E+01","0.210E+02",,,,,,,,,,,,,"Yang et al. [2005] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","CH4",,"HCN","CH3",,,,"kooij","0.620E-11","0.000E+00","0.721E+03","0.160E+01","0.000E+00",,,,,,,,,,,,,"Sims et al. [1993] - Yang et al. [1993] - Huang et al. [2008]","2022-08-24 10:47:06"
"CN","C2H2",,"HC3N","H",,,,"kooij","0.272E-09","-0.520E+00","0.190E+02","0.140E+01","0.000E+00",,,,,,,,,,,,,"Sims et al. [1993] - Gannon et al. [2007]","2022-08-24 10:47:06"
"CN","C2H4",,"C2H3CN","H",,,,"kooij","0.267E-09","-0.690E+00","0.310E+02","0.140E+01","0.000E+00",,,,,,,,,,,,,"Sims et al. [1993] - Gannon et al. [2007]","2022-08-24 10:47:06"
"CN","C2H6",,"HCN","C2H5",,,,"kooij","0.208E-10","0.220E+00","-0.580E+02","0.140E+01","0.000E+00",,,,,,,,,,,,,"Sims et al. [1993]","2022-08-24 10:47:06"
"CN","cC3H2",,"HC4N","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Wang et al. [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","lC3H2",,"HC4N","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Wang et al. [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","tC3H2",,"HC4N","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Wang et al. [2006] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","CH3C2H",,"HC3N","CH3",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","0.160E+01","7.000E+00",,,,,,,,,,,,,"By comparison with CN + C2H2","2022-08-24 10:47:06"
"CN","CH3C2H",,"CH3C3N","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","0.160E+01","7.000E+00",,,,,,,,,,,,,"By comparison with CN + C2H2","2022-08-24 10:47:06"
"CN","CH2CCH2",,"HC3N","CH3",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","0.160E+01","7.000E+00",,,,,,,,,,,,,"By comparison with CN + C2H2 and C2H4","2022-08-24 10:47:06"
"CN","CH2CCH2",,"CH3C3N","H",,,,"kooij","1.000E-10","0.000E+00","0.000E+00","0.160E+01","7.000E+00",,,,,,,,,,,,,"By comparison with CN + C2H2 and C2H4","2022-08-24 10:47:06"
"CN","C3H6",,"C3H5CN","H",,,,"kooij","0.150E-09","0.000E+00","0.000E+00","0.160E+01","0.700E+01",,,,,,,,,,,,,"Sims et al. [1993]","2022-08-24 10:47:06"
"CN","C3H6",,"C2H3CN","CH3",,,,"kooij","0.150E-09","0.000E+00","0.000E+00","0.160E+01","0.700E+01",,,,,,,,,,,,,"Sims et al. [1993]","2022-08-24 10:47:06"
"CN","C3H8",,"HCN","C3H7",,,,"kooij","0.214E-10","0.119E+01","-0.378E+03","0.140E+01","0.000E+00",,,,,,,,,,,,,"Yang et al. [1992]","2022-08-24 10:47:06"
"CN","C4H2",,"HC5N","H",,,,"kooij","0.400E-09","0.000E+00","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"Seki [1996]","2022-08-24 10:47:06"
"CN","C4H4",,"C4H3CN","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CN + C2H4","2022-08-24 10:47:06"
"CN","C4H6",,"SOOTN",,,,,"kooij","0.257E-09","0.000E+00","-0.169E+03","0.160E+01","0.400E+02",,,,,,,,,,,,,"Butterfield et al. [1993]","2022-08-24 10:47:06"
"CN","C4H8",,"C2H3CN","C2H5",,,,"kooij","1.500E-10","0.000E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CN + C3H6","2022-08-24 10:47:06"
"CN","C4H10",,"HCN","C4H9",,,,"kooij","2.140E-11","1.190E+00","-3.780E+02","1.400E+00","0.000E+00",,,,,,,,,,,,,"By comparison with CN + C3H8","2022-08-24 10:47:06"
"CN","C6H6",,"C6H5CN","H",,,,"kooij","2.800E-10","0.000E+00","0.000E+00","1.600E+00","0.000E+00",,,,,,,,,,,,,"Bullock and Cooper 1971","2022-08-24 10:47:06"
"CN","NH3",,"HCN","NH2",,,,"kooij","0.277E-10","-0.114E+01","0.000E+00","0.140E+01","0.000E+00",,,,,,,,,,,,,"Meads et al. [1993] - Sims et al. [1994] - Blitz et al. [2009] - Talbi & Smith[2009]","2022-08-24 10:47:06"
"CN","HCN",,"C2N2","H",,,,"kooij","4.300E-13","1.710E+00","0.770E+03","0.140E+01","6.000E+01",,,,,,,,,,,,,"Yang et al. 1992a","2022-08-24 10:47:06"
"CN","HNC",,"C2N2","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Petrie & Osamura [2004] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"CN","CH2NH",,"NCCHNH","H",,,,"kooij","0.500E-10","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CN + C2H4 ","2022-08-24 10:47:06"
"CN","CH2NH",,"H2CNCN","H",,,,"kooij","0.500E-10","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CN + C2H4 ","2022-08-24 10:47:06"
"CN","CH3NH2",,"CH3NH","HCN",,,,"kooij","8.000E-11","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"By comparison with  CN + NH3 - C2H6","2022-08-24 10:47:06"
"CN","CH3CN",,"C2N2","CH3",,,,"kooij","4.000E-11","0.000E+00","1.190E+03","0.160E+01","0.710E+02",,,,,,,,,,,,,"Zabarnick and Lin [1989]","2022-08-24 10:47:06"
"CN","CH3CN",,"CH2CN","HCN",,,,"kooij","2.460E-11","0.000E+00","1.190E+03","0.160E+01","0.710E+02",,,,,,,,,,,,,"Zabarnick and Lin [1989]","2022-08-24 10:47:06"
"#CN","cCH2NCH",,"SOOTN",,,,,"kooij","3.000E-11","0.000E+00","0.000E+00","0.100E+02","0.100E+03",,,,,,,,,,,,,"By comparison with CN + C2H4","2022-08-24 10:47:06"
"CN","cCH2NCH",,"HCN","CH2CN",,,,"kooij","3.000E-10","0.000E+00","0.000E+00","3.000E+00","0.000E+00",,,,,,,,,,,,,"Hickson2020","2022-08-24 10:47:06"
"CN","C2H3CN",,"C4N2H2","H",,,,"kooij","3.020E-11","0.000E+00","-1.030E+02","0.160E+01","5.000E+01",,,,,,,,,,,,,"Butterfield et al. [1993]","2022-08-24 10:47:06"
"CN","C2H5CN",,"C2H4CN","HCN",,,,"kooij","0.208E-10","0.220E+00","-0.580E+02","0.300E+01","0.100E+03",,,,,,,,,,,,,"By comparison with CN + C2H6","2022-08-24 10:47:06"
"CN","HC3N",,"C4N2","H",,,,"kooij","1.790E-11","-0.670E+00","0.000E+00","0.160E+01","0.000E+00",,,,,,,,,,,,,"Cheikh Sid Ely [2013]","2022-08-24 10:47:06"
"CN","HC5N",,"C6N2","H",,,,"kooij","3.000E-11","-0.700E+00","0.000E+00","0.200E+01","0.000E+00",,,,,,,,,,,,,"By comparison with CN + HC3N","2022-08-24 10:47:06"
"HCN","CH",,"CHCN","H",,,,"kooij","0.140E-09","-0.170E+00","0.000E+00","0.200E+01","0.210E+02",,,,,,,,,,,,,"Zabarnick et al. [1991] - Du & Zhang [2006] - Osamura & Petrie [2004]","2022-08-24 10:47:06"
"HCN","CH",,"C2N","H2",,,,"kooij","0.140E-09","-0.170E+00","0.000E+00","0.200E+01","0.210E+02",,,,,,,,,,,,,"Zabarnick et al. [1991] - Du & Zhang [2006] - Osamura & Petrie [2004]","2022-08-24 10:47:06"
"HCN","1C2",,"C3N","H",,,,"kooij","0.200E-09","0.170E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Silva et al. [2009] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"HCN","C2H",,"HC3N","H",,,,"kooij","0.530E-11","0.000E+00","0.769E+03","0.140E+01","0.000E+00",,,,,,,,,,,,,"Fukuzawa & Osamura [1997] - Hoobler & Leone [1997]","2022-08-24 10:47:06"
"HCN","C2H3",,"C2H3CN","H",,,,"kooij","1.000E-12","0.000E+00","0.230E+04","0.100E+02","0.400E+03",,,,,,,,,,,,,"DFT (M06-2X/cc-pVTZ) + TST calculations - This work","2022-08-24 10:47:06"
"HCN","C4H",,"HC5N","H",,,,"kooij","5.300E-12","0.000E+00","0.769E+03","0.140E+01","0.000E+00",,,,,,,,,,,,,"By comparison with C2H + HCN","2022-08-24 10:47:06"
"HCN","C3N",,"C4N2","H",,,,"kooij","1.000E-11","0.000E+00","0.000E+00","0.100E+02","0.100E+03",,,,,,,,,,,,,"Petrie [2004]","2022-08-24 10:47:06"
"HNC","H",,"HCN","H",,,,"kooij","0.300E-10","0.000E+00","0.800E+03","0.100E+02","0.100E+03",,,,,,,,,,,,,"Talbi & Ellinger [1996] - Sumathi & Nguyen [1998] - Petrie [2002] - Hébrard et al. [2012]","2022-08-24 10:47:06"
"HNC","C",,"HCN","C",,,,"kooij","1.600E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Bergeat & loison - submitted","2022-08-24 10:47:06"
"HNC","C",,"C2N","H",,,,"kooij","0.400E-10","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Bergeat & loison - submitted","2022-08-24 10:47:06"
"HNC","CH",,"CHCN","H",,,,"kooij","0.140E-09","-0.170E+00","0.000E+00","0.300E+01","0.210E+02",,,,,,,,,,,,,"Hébrard et al. [2012]","2022-08-24 10:47:06"
"HNC","CH",,"C2N","H2",,,,"kooij","0.140E-09","-0.170E+00","0.000E+00","0.300E+01","0.210E+02",,,,,,,,,,,,,"Hébrard et al. [2012]","2022-08-24 10:47:06"
"HNC","1C2",,"C3N","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Hébrard et al. [2012]","2022-08-24 10:47:06"
"HNC","C2H",,"HC3N","H",,,,"kooij","0.200E-09","0.000E+00","0.000E+00","0.300E+01","0.000E+00",,,,,,,,,,,,,"Fukuzawa & Osamura [1997] - Petrie [2002] - Georgievskii & Klippenstein [2005]","2022-08-24 10:47:06"
"HNC","C2H3",,"C2H3CN","H",,,,"kooij","1.000E-12","0.000E+00","0.180E+04","0.100E+02","0.400E+03",,,,,,,,,,,,,"DFT (M06-2X/cc-pVTZ) + TST calculations - This work","2022-08-24 10:47:06"
"HNC","C3N",,"C4N2","H",,,,"kooij","2.000E-10","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Petrie and Osamura 2004 - Georgievskii and Klippenstein 2005","2022-08-24 10:47:06"
"H2CN","H",,"HCN","H2",,,,"kooij","6.000E-11","0.000E+00","0.000E+00","0.200E+01","0.140E+02",,,,,,,,,,,,,"Hébrard et al. [2012]","2022-08-24 10:47:06"
"H2CN","C",,"C2N","H2",,,,"kooij","0.300E-10","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
"H2CN","C",,"HCN","CH",,,,"kooij","0.300E-10","0.000E+00","0.000E+00","0.400E+01","0.000E+00",,,,,,,,,,,,,"Capture rate constant - Georgievskii & Klippenstein [2005] considering no barrier","2022-08-24 10:47:06"
